medal_date,medal_type,medal_code,name_x,gender_x,country_code_x,country_x,country_long_x,nationality_x,team,team_gender,discipline,event,event_type,url_event,birth_date_x,code_athlete,code_team,name_y,name_short,name_tv,gender_y,function,country_code_y,country_y,country_long_y,nationality_y,nationality_full,nationality_code,height,weight,disciplines,events,birth_date_y,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
2024-08-03,Silver Medal,2.0,KNAB Ruben,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1988-02-19,1965592,ROWMCOXED8--NED01,KNAB Ruben,KNAB R,Ruben KNAB,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,0,0.0,['Rowing'],"[""Men's Eight""]",1988-02-19,EDE,Netherlands,AMSTERDAM,Netherlands,,"Painting miniatures - ""(It) helps me relax and stay happy."" (telegraaf.nl, 7 Sep 2023)",Athlete,Received a Bachelor's degree in Medicine from Amsterdam University (NED),,"Dutch, English",National: Eelco Meenhorst (NED).<br>Club: Diederik Simon (NED),"""I think rowing is the most beautiful thing there is. Every day you work with a group of people who are motivated to the core. Everyone is constantly trying to get the best out of themselves."" (trouw.nl, 25 Jun 2020)",,,"""In my experience there is no such thing as luck."" (myInfo)",,,
2024-08-03,Silver Medal,2.0,van DOORN Gert-Jan,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1999-02-03,1965583,ROWMCOXED8--NED01,van DOORN Gert-Jan,van DOORN GJ,Gert-Jan van DOORN,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,0,0.0,['Rowing'],"[""Men's Eight""]",1999-02-03,,,LEIDEN,Netherlands,,,Athlete,"Studied Political Science and Government and Environmental Studies at the University of Washington (Seattle, USA)","Father, Christa van Doorn van Benten. Mother, Anne Frans van Doorn","Dutch, English",National: Eelco Meenhorst (NED).<br>Club: Diederik Simon (NED),He received a local scholarship to attend 10 lessons in whatever sport he wished and chose rowing because of his love for the water,,,,,,Beach Sprint Rowing: He was eliminated in the repechage of the men's solo event at the 2022 World Championships
2024-08-03,Silver Medal,2.0,van de KERKHOF Jacob,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1995-10-12,1965548,ROWMCOXED8--NED01,van de KERKHOF Jacob,van de KERKHOF J,Jacob van de KERKHOF,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,0,0.0,['Rowing'],"[""Men's Eight""]",1995-10-12,MILLINGEN AAN DE RIJN,Netherlands,,,,,"Athlete, student","Studied Law at the University College Roosevelt (Middelburg, NED), Utrecht University (NED) and the University of Amsterdam (NED) and is now pursuing a PhD focusing on the protection of freedom of expression on social media from Utrecht University","Father, Piet. Sister, Eva","Dutch, English, German",National: Eelco Meenhorst (NED),"He realised that he would not be able to compete at an Olympic Games in canoe slalom, so he joined the university rowing team when he moved to Utrecht. “In the beginning, it was actually more for fun. But it soon went so well that I wanted to try to compete internationally."" (folia.nl, 9 Jul 2021)",,"His canoe slalom coach Michael van den Boogaard. ""He was convinced that you can always do more."" (dub.uu.nl, 30 Jun 2017)",,,,"Canoe Slalom: Represented Netherlands at international level, including the World Cup final in 2014, placing 13th in K1x3"
2024-08-03,Silver Medal,2.0,van der BIJ Jan,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1991-09-25,1965597,ROWMCOXED8--NED01,van der BIJ Jan,van der BIJ J,Jan van der BIJ,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,0,0.0,['Rowing'],"[""Men's Eight""]",1991-09-25,DRACHTEN,Netherlands,AMSTERDAM,Netherlands,,"Gaming, board games, reading about economics","Athlete, auditor","He received a Bachelor's degree in Accounting from NHL University of Applied Sciences (Leeuwarden, NED) in 2014 and a Master's in 2018 from the University of Amsterdam (NED)","Father, Haye","Dutch, English, Frisian, German","National: Eelco Meenhorst (NED).<br>Club: Steffen de Vries (NED), Peter Wiersum (NED)","He was challenged on an erg and out-rowed everyone, earning himself a spot on his university team. ""It starts with a good drink during the introductory week. After a few drinks, you are challenged a bit and you want to show on the machine that Frisians are also strong."" (omropfrysian.nl, 16 Oct 2020)",His father,Dutch rower Job Huigsloot,"""If you are in a team of eight, you must want to be the number one. That drive, that makes the difference."" (myInfo)",,,
2024-08-03,Silver Medal,2.0,MAKKER Mick,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1993-02-05,1965581,ROWMCOXED8--NED01,MAKKER Mick,MAKKER M,Mick MAKKER,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,0,0.0,['Rowing'],"[""Men's Eight""]",1993-02-05,BLARICUM,Netherlands,AMSTERDAM,Netherlands,,,Athlete,Received a Bachelor's and a Master's degree in Law from the University of Amsterdam (NED),,"Dutch, English",National: Eelco Meenhorst (NED).<br>Club: Diederik Simon (NED),,,,,,,
2024-08-03,Silver Medal,2.0,FETTER Dieuwke,Female,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1991-01-26,1965562,ROWMCOXED8--NED01,FETTER Dieuwke,FETTER D,Dieuwke FETTER,Female,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,0,0.0,['Rowing'],"[""Men's Eight""]",1991-01-26,AMSTERDAM,Netherlands,AMSTERDAM,Netherlands,,,Athlete,Studied International Business and Management at Amsterdam University of Applied Sciences (NED),,"Dutch, English",National: Eelco Meenhorst (NED).<br>Club: Diederik Simon (NED),"She drunkenly signed up for the rowing club ASR Nereus at a welcome party they were throwing. Although she was too small to take a spot at the oars, she was able to transition to coxswain",,,,,,"Coastal Rowing: Coxed and completed the beach sand run for the victorious Dutch team at the 2023 World Championships in Barletta, Italy"
2024-08-03,Bronze Medal,3.0,HOLLINGSWORTH Henry,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1997-09-05,1944696,ROWMCOXED8--USA01,HOLLINGSWORTH Henry,HOLLINGSWORTH H,Henry HOLLINGSWORTH,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Rowing'],"[""Men's Eight""]",1997-09-05,,,"OAKLAND, CA",United States,,"Recording music, industrial design, automation, 3D printing, playing guitar",Athlete,"Received a Bachelor's degree in Mechanical Engineering from Brown University (Providence, RI, USA) in 2022","Father, Valentine. Mother, Carol. Sister, Juliet. Brother, Ben","American Sign Language, English","National: Jesse Foglia (USA), Casey Galvanek (USA).<br>Club: Mike Teti (USA), Nathanael Kielt (USA), Tim McLaren (AUS)","He comes from a rowing family, with both his father and uncle crewing at university",,,,"Uncle, Arthur Hollingsworth (rowing), crewed for Harvard University in its historic 1985 season, winning the Eastern Sprint, Harvard-Yale, the Grand Challenge Cup at Henley Royal Regatta and a national championship. </p><p>Sister, Juliet Hollingsworth (rowing), competed collegiately for Dartmouth University. </p><p>Father, Valentine Hollingsworth (rowing), represented the University of Pennsylvania at collegiate level. </p><p>Cousin, Andrew Reed (rowing), competing for USA, finished fifth in the men's four at Tokyo 2020 Olympic Games, and took a silver medal in the eight at the 2017 World Championships",,
2024-08-03,Bronze Medal,3.0,RUSHER Nick,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1999-06-10,1944757,ROWMCOXED8--USA01,RUSHER Nick,RUSHER N,Nick RUSHER,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Rowing'],"[""Men's Eight""]",1999-06-10,,,,,Nick,"Classical guitar, birding",Athlete,"Studied at Yale University (New Haven, CT, USA)","Father, John. Mother, Cynthia. Sisters, Alison and Kathryn",English,"National: Jesse Foglia (USA), Casey Galvanek (USA).<br>Club: Mike Teti (USA), Nathanael Kielt (USA), Tim McLaren (AUS)","Both his parents were rowers and met as part of the 1988 and 1992 USA Olympic rowing teams. Their family spent summers rowing in Wisconsin, a few hours from their home in the northern Chicago suburbs",His father,,,"Mother, Cynthia Eckert (rowing), a two-time Olympian (1988, 1992), she claimed a silver medal in the women's four at Barcelona 1992. Two-time world championships silver medallist - in the eight in 1990, and the four in 1991.</p><p>Father, John ""Jack"" Rusher IV (rowing), also represented the United States at the Olympic Games in 1988 and 1992, claiming a bronze medal in the men's eight in 1988. </p><p>Sister, Alison Rusher (rowing), finished 10th in quad sculls at Tokyo 2020. </p><p>Sister, Kathryn Rusher (rowing), crewed collegiately for Stanford University",,
2024-08-03,Bronze Medal,3.0,TABASH Christian,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1999-05-14,1944764,ROWMCOXED8--USA01,TABASH Christian,TABASH C,Christian TABASH,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Rowing'],"[""Men's Eight""]",1999-05-14,"WASHINGTON, DC",United States,"SARASOTA, FL",United States,,"Playing the piano, football, spending time with friends and family, reading about history and politics",Athlete,"Received a Bachelor's degree in Political Science and Government from Harvard University (Cambridge, MA, USA) in 2022, and certificates in Business Administration and Entrepreneurship from the University of California (Berkeley, USA) in 2022 and 2023","Father, Peter. Mother, Katia. Brother, Sebastien. Sister, Stephanie","Arabic, English, French, Haitian Creole, Spanish","National: Jesse Foglia (USA), Casey Galvanek (USA)","He made a deal with his father that if he didn't make his high school's freshman basketball team, he would try rowing",His parents,,,,,
2024-08-03,Bronze Medal,3.0,DEAN Clark,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,2000-02-03,1944660,ROWMCOXED8--USA01,DEAN Clark,DEAN C,Clark DEAN,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Rowing'],"[""Men's Eight""]",2000-02-03,"SARASOTA, FL",United States,"CAMBRIDGE, MA",United States,,,"Athlete, analyst, coach","Received a Bachelor's degree in History with a minor in the Classics from Harvard University (Cambridge, MA, USA) in 2023","Father, Jimmy. Mother, Paige",English,"National: Jesse Foglia (USA), Casey Galvanek (USA)","He went to school close to his local rowing club, and his mother signed him and his older brother up for a summer camp one year without their knowledge. ""From the first day, I fell in love with it and haven't looked back since."" (myInfo)",,,,"Mother, Paige Dean (lacrosse), played collegiately for the University of Virginia (USA)",,
2024-08-03,Bronze Medal,3.0,CARLSON Chris,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1997-03-14,1944642,ROWMCOXED8--USA01,CARLSON Chris,CARLSON C,Chris CARLSON,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Rowing'],"[""Men's Eight""]",1997-03-14,,,"OAKLAND, CA",United States,Chris,"Hiking, skiing, playing golf","Athlete, sales development representative","Studied Political Science at the University of Washington (Seattle, USA) after spending two years at Marist College (Poughkeepsie, NY, USA)","Mother, Catherine Campbell Patterson",English,"National: Jesse Foglia (USA), Casey Galvanek (USA).<br>Club: Mike Teti (USA), Nathanael Kielt (USA), Tim McLaren (AUS)",He loved the water and wanted to try a different sport where he could make friends as a new student at his boarding school in New Hampshire,,,,,,
2024-08-03,Bronze Medal,3.0,CHATAIN Peter,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1999-11-08,1944646,ROWMCOXED8--USA01,CHATAIN Peter,CHATAIN P,Peter CHATAIN,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Rowing'],"[""Men's Eight""]",1999-11-08,,,"STANFORD, CA",United States,,"Vipassana meditation, reading, AI ethics","Athlete, machine learning engineer","Received a Bachelor's degree in Mathematics with a minor in Physics in 2022, and a Master's degree in Computer Science in 2023 from Stanford University (CA, USA)","Partner, Briana Berger. Father, Christopher. Mother, Kimberly. Brothers, John, Ted and Charles",English,"National: Jesse Foglia (USA), Casey Galvanek (USA).<br>Club: Mike Teti (USA), Nathanael Kielt (USA), Tim McLaren (AUS)","Played ice hockey and football growing up, but took up rowing after attending a youth camp at the U.S. Naval Academy",,,,"Father, Christopher Chatain (sailing), was an All-American for the University of Michigan in 1968 and placed third in the Flying Dutchman class at the 1968 USA Olympic Trials. He was a two-time national champion in the class",,
2024-08-03,Bronze Medal,3.0,OLSON Evan,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1997-07-26,1944625,ROWMCOXED8--USA01,OLSON Evan,OLSON E,Evan OLSON,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Rowing'],"[""Men's Eight""]",1997-07-26,,,,,,"Hiking, weightlifting, sleeping, airsofting, boxing, ju-jitsu, rock climbing, mountaineering","Athlete, student","Studied at the University of Washington (Seattle, USA) and is now a student at Oxford Brookes University (GBR)","Father, Jon. Mother, Sheryl. Four siblings",English,"National: Jesse Foglia (USA), Casey Galvanek (USA).<br>Club: Henry Bailhache-Webb (GBR)","He was inspired to start rowing after reading the book 'The Boys in the Boat', the story of the USA men's eight that won gold at Berlin 1936",His parents and rowing coach Bill Clifford (USA),,,,,
2024-08-03,Bronze Medal,3.0,QUINTON Pieter,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1998-02-11,1944747,ROWMCOXED8--USA01,QUINTON Pieter,QUINTON P,Pieter QUINTON,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Rowing'],"[""Men's Eight""]",1998-02-11,,,"OAKLAND, CA",United States,,"Cycling, skiing, hiking, reading","Athlete, student","Received a Bachelor's degree in Government with a minor in Economics from Harvard University (Cambridge, MA, USA) in 2020, and is now pursuing a Master's in Public Administration from the University of Washington (Seattle, USA)","Father, Patrick. Mother, Titia. Brother, Philip. Sister, Annelies",English,"National: Jesse Foglia (USA), Casey Galvanek (USA).<br>Club: Mike Teti (USA), Nathanael Kielt (USA), Tim McLaren (AUS)","Played football growing up like his father and older brother, but started rowing after his mother signed him up for a course to keep him busy over the summer",,,,"Father, Patrick Quinton (football), played collegiately at Dartmouth College. </p><p>Brother, Philip Quinton (football), plays professionally in the USA's top-tier domestic league, Major League Soccer, for Real Salt Lake. </p><p>Mother, Titia Quinton (rowing), crewed collegiately at Yale University",,
2024-08-03,Bronze Medal,3.0,MILNE Rielly,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1996-05-31,1944731,ROWMCOXED8--USA01,MILNE Rielly,MILNE R,Rielly MILNE,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Rowing'],"[""Men's Eight""]",1996-05-31,,,"SEATTLE, WA",United States,,Playing polo,"Athlete, senior vice president of communication strategy at Corum Group","Received a Bachelor's degree in Communications from the University of Washington (Seattle, USA) in 2018","Father, Bruce. Mother, Stephanie. Siblings, Dougan, Darcy and Gilly",English,"National: Jesse Foglia (USA), Casey Galvanek (USA)",,,,,,,
2024-08-03,Gold Medal,1.0,RUSU Maria Magdalena,Female,ROU,Romania,Romania,Romania,Romania,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,1999-09-30,1550630,ROWWCOXED8--ROU01,RUSU Maria Magdalena,RUSU MM,Maria Magdalena RUSU,Female,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,0,0.0,['Rowing'],"[""Women's Eight"", ""Women's Four""]",1999-09-30,FALTICENI,Romania,,Romania,Golden Girl,,Athlete,"Studied Physical Education and Sport Studies at the Romanian-American University (Bucharest, ROU)","Fiance, Iulian Craciun. Four siblings","English, Romanian","National: Antonio Colamonici (ITA), Dorin Alupei (ROU)","Coaches came to her school to recruit new rowers but, despite her height, Rusu was not selected. Her family then made a call to the rowing federation, and she was given a chance to train",,,"""Slow down so you catch all the beautiful details."" (myInfo)","Fiance, Iulian Craciun (rugby), bronze medallist at the Rugby Europe U18 Open Championship in 2017",,
2024-08-03,Gold Medal,1.0,ANGHEL Roxana,Female,ROU,Romania,Romania,Romania,Romania,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,1998-01-01,1550289,ROWWCOXED8--ROU01,ANGHEL Roxana,ANGHEL R,Roxana ANGHEL,Female,Athlete,ROU,Romania,Romania,Romania,Romania,ROU,0,0.0,['Rowing'],"[""Women's Eight"", ""Women's Pair""]",1998-01-01,CAMPULUNG MOLDOVENESC,Romania,SIRET,Romania,,,Athlete,"Studied Physical Education and Sport Studies at the University of Craiova (Craiova, ROU)",,"English, Romanian",,,,,,,,
